Victor Moses,WHU,5.3,Cannot face parent club Chelsea on 24/10 due to conditions of loan deal. - Expected back 31 Oct,Midfielder,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 1 pts, Game vs. SUN A: 4 pts, Game vs. CRY A: 5 pts]",100.0,0.0,96,2.63366161892
Jeffrey Schlupp,LEI,5.0,,Defender,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 0 pts, Game vs. NOR A: 8 pts, Game vs. SOU A: 0 pts]",,,156,2.62458955591
Ritchie de Laet,LEI,4.5,,Defender,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 0 pts, Game vs. NOR A: 0 pts, Game vs. SOU A: 0 pts]",,,159,2.62458955591
Matt Ritchie,BOU,5.7,,Midfielder,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 2 pts, Game vs. WAT H: 6 pts, Game vs. MCI A: 1 pts]",,,64,2.62402784829
Federico Fernández,SWA,5.0,,Defender,"(AVL-A,ARS-H,NOR-A)","[Game vs. SOU A: 1 pts, Game vs. TOT H: 0 pts, Game vs. STK H: 2 pts]",,,404,2.61869539465
Wayne Rooney,MUN,10.2,,Forward,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 8 pts, Game vs. ARS A: 1 pts, Game vs. EVE A: 6 pts]",100.0,100.0,250,2.61258735587
Jonny Howson,NOR,4.9,,Midfielder,"(WBA-H,MCI-A,SWA-H)","[Game vs. WHU A: 2 pts, Game vs. LEI H: 6 pts, Game vs. NEW A: 2 pts]",,,287,2.59154112516
Steve Cook,BOU,4.4,,Defender,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 1 pts, Game vs. WAT H: 2 pts, Game vs. MCI A: 0 pts]",,,58,2.56975297777
Ben Davies,TOT,4.5,,Defender,"(BOU-A,AVL-H,ARS-A)","[Game vs. MCI H: 2 pts, Game vs. SWA A: 0 pts, Game vs. LIV H: 0 pts]",,,330,2.56476591752
Kurt Zouma,CHE,5.5,,Defender,"(WHU-A,LIV-H,STK-A)","[Game vs. NEW A: 1 pts, Game vs. SOU H: 0 pts, Game vs. AVL H: 6 pts]",,,82,2.54781260905
Darren Fletcher,WBA,4.4,,Midfielder,"(NOR-A,LEI-H,MUN-A)","[Game vs. EVE H: 2 pts, Game vs. CRY A: 2 pts, Game vs. SUN H: 3 pts]",100.0,100.0,453,2.54019471717
Memphis Depay,MUN,8.1,,Midfielder,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 8 pts, Game vs. ARS A: 1 pts, Game vs. EVE A: 0 pts]",,,240,2.53792133988
Morgan Schneiderlin,MUN,5.2,,Midfielder,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 3 pts, Game vs. ARS A: 0 pts, Game vs. EVE A: 9 pts]",,,308,2.53792133988
Erik Pieters,STK,4.9,,Defender,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 2 pts, Game vs. AVL A: 8 pts, Game vs. SWA A: 5 pts]",100.0,100.0,358,2.52028502986
Steven Davis,SOU,4.8,,Midfielder,"(LIV-A,BOU-H,SUN-A)","[Game vs. SWA H: 3 pts, Game vs. CHE A: 8 pts, Game vs. LEI H: 1 pts]",,,309,2.4916545182
Troy Deeney,WAT,5.1,,Forward,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 2 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 2 pts]",,,441,2.48828352372
Jonjo Shelvey,SWA,5.5,,Midfielder,"(AVL-A,ARS-H,NOR-A)","[Game vs. SOU A: 1 pts, Game vs. TOT H: 5 pts, Game vs. STK H: 1 pts]",,,411,2.47092182488
Jason Puncheon,CRY,5.8,,Midfielder,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 2 pts, Game vs. WBA H: 3 pts, Game vs. WHU H: 2 pts]",100.0,100.0,113,2.46870848068
Vurnon Anita,NEW,4.5,,Midfielder,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 5 pts, Game vs. MCI A: 1 pts, Game vs. NOR H: 1 pts]",100.0,100.0,263,2.46203397737
Glenn Whelan,STK,4.4,,Midfielder,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 1 pts, Game vs. AVL A: 3 pts, Game vs. SWA A: 3 pts]",,,364,2.43656518063
Brendan Galloway,EVE,4.5,,Defender,"(ARS-A,SUN-H,WHU-A)","[Game vs. WBA A: 1 pts, Game vs. LIV H: 2 pts, Game vs. MUN H: 1 pts]",100.0,100.0,134,2.43302769717
Chancel Mbemba,NEW,5.0,,Defender,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 1 pts, Game vs. MCI A: -1 pts, Game vs. NOR H: 1 pts]",,,532,2.43125071677
Rudy Gestede,AVL,5.8,,Forward,"(SWA-H,TOT-A,MCI-H)","[Game vs. LIV A: 13 pts, Game vs. STK H: 2 pts, Game vs. CHE A: 2 pts]",,,531,2.38798496363
Xherdan Shaqiri,STK,6.8,,Midfielder,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 1 pts, Game vs. AVL A: 0 pts, Game vs. SWA A: 2 pts]",100.0,100.0,552,2.38248374251
Gareth Barry,EVE,4.3,,Midfielder,"(ARS-A,SUN-H,WHU-A)","[Game vs. WBA A: 2 pts, Game vs. LIV H: 2 pts, Game vs. MUN H: 2 pts]",,,144,2.38147712147
Maya Yoshida,SOU,4.4,,Defender,"(LIV-A,BOU-H,SUN-A)","[Game vs. SWA H: 0 pts, Game vs. CHE A: 1 pts, Game vs. LEI H: 0 pts]",,,303,2.3693997962
Glenn Murray,BOU,5.6,,Forward,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 2 pts, Game vs. WAT H: 3 pts, Game vs. MCI A: 6 pts]",100.0,100.0,123,2.36181675351
Jefferson Montero,SWA,5.7,,Midfielder,"(AVL-A,ARS-H,NOR-A)","[Game vs. SOU A: 1 pts, Game vs. TOT H: 5 pts, Game vs. STK H: 2 pts]",100.0,100.0,414,2.35981071377
José Manuel Jurado Marín,WAT,5.5,Hamstring injury - Expected back 24 Oct,Midfielder,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 1 pts, Game vs. BOU A: 0 pts, Game vs. ARS H: 0 pts]",0.0,0.0,520,2.34233944629
Ikechi Anya,WAT,4.4,,Midfielder,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 2 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 2 pts]",75.0,100.0,437,2.34233944629
N'Golo Kanté,LEI,5.0,,Midfielder,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 2 pts, Game vs. NOR A: 7 pts, Game vs. SOU A: 2 pts]",100.0,100.0,538,2.33587452356
Kasper Schmeichel,LEI,4.5,,Goalkeeper,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 2 pts, Game vs. NOR A: 2 pts, Game vs. SOU A: 2 pts]",,,152,2.33225135248
Jose Luis Mato Sanmartín,STK,5.6,,Forward,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 0 pts, Game vs. AVL A: 1 pts, Game vs. SWA A: 2 pts]",,,373,2.32698449224
Olivier Giroud,ARS,8.7,,Forward,"(EVE-H,SWA-A,TOT-H)","[Game vs. LEI A: 5 pts, Game vs. MUN H: 1 pts, Game vs. WAT A: 5 pts]",,,26,2.31606361587
Nemanja Matic,CHE,4.9,,Midfielder,"(WHU-A,LIV-H,STK-A)","[Game vs. NEW A: 2 pts, Game vs. SOU H: 1 pts, Game vs. AVL H: 1 pts]",100.0,100.0,92,2.31308812639
Cesc Fàbregas,CHE,8.6,,Midfielder,"(WHU-A,LIV-H,STK-A)","[Game vs. NEW A: 2 pts, Game vs. SOU H: 2 pts, Game vs. AVL H: 3 pts]",,,87,2.31308812639
Carl Jenkinson,WHU,5.0,,Defender,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 1 pts, Game vs. SUN A: 6 pts, Game vs. CRY A: 8 pts]",100.0,100.0,10,2.2972583629
James McCarthy,EVE,4.8,,Midfielder,"(ARS-A,SUN-H,WHU-A)","[Game vs. WBA A: 1 pts, Game vs. LIV H: 1 pts, Game vs. MUN H: 2 pts]",100.0,100.0,141,2.27036601036
Adrián San Miguel del Castillo,WHU,5.0,,Goalkeeper,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 2 pts, Game vs. SUN A: 1 pts, Game vs. CRY A: 2 pts]",100.0,100.0,465,2.26558468581
James McArthur,CRY,5.0,,Midfielder,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 1 pts, Game vs. WBA H: 3 pts, Game vs. WHU H: 2 pts]",,,117,2.24648625846
Wilfried Zaha,CRY,5.4,,Midfielder,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 3 pts, Game vs. WBA H: 5 pts, Game vs. WHU H: 1 pts]",100.0,100.0,114,2.24648625846
Craig Cathcart,WAT,4.5,,Defender,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 1 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 1 pts]",,,425,2.21905712882
Allan-Roméo Nyom,WAT,4.5,,Defender,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 2 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 0 pts]",75.0,100.0,511,2.21905712882
Joseph Gomez,LIV,4.6,Knee injury - Unknown return date,Defender,"(SOU-H,CHE-A,CRY-H)","[Game vs. AVL H: 0 pts, Game vs. EVE A: 0 pts, Game vs. TOT A: 0 pts]",0.0,0.0,515,2.2176941212
Daryl Janmaat,NEW,4.9,,Defender,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 1 pts, Game vs. MCI A: -1 pts, Game vs. NOR H: 4 pts]",100.0,100.0,259,2.20902849454
Ola Toivonen,SUN,6.4,,Midfielder,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 2 pts, Game vs. WHU H: 2 pts, Game vs. WBA A: 0 pts]",25.0,100.0,571,2.20011243037
Angelo Ogbonna,WHU,4.9,,Defender,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. CRY A: 0 pts]",25.0,100.0,502,2.18614725179
Dan Gosling,BOU,4.4,,Midfielder,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 8 pts, Game vs. WAT H: 2 pts, Game vs. MCI A: 2 pts]",,,73,2.17958340384
John Ruddy,NOR,4.5,,Goalkeeper,"(WBA-H,MCI-A,SWA-H)","[Game vs. WHU A: 2 pts, Game vs. LEI H: 2 pts, Game vs. NEW A: -1 pts]",,,275,2.17364315173
Scott Sinclair,AVL,4.9,,Midfielder,"(SWA-H,TOT-A,MCI-H)","[Game vs. LIV A: 2 pts, Game vs. STK H: 1 pts, Game vs. CHE A: 0 pts]",,,48,2.16384900745
Luke Shaw,MUN,5.4,Leg injury - Unknown return date,Defender,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. EVE A: 0 pts]",0.0,0.0,233,2.16325327563
Per Mertesacker,ARS,5.3,,Defender,"(EVE-H,SWA-A,TOT-H)","[Game vs. LEI A: 1 pts, Game vs. MUN H: 6 pts, Game vs. WAT A: 5 pts]",100.0,100.0,5,2.15129088189
Yannick Bolasie,CRY,6.2,,Midfielder,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 3 pts, Game vs. WBA H: 10 pts, Game vs. WHU H: 2 pts]",100.0,100.0,112,2.13537514735
Joel Ward,CRY,4.4,Knock - 75% chance of playing,Defender,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 0 pts, Game vs. WBA H: 0 pts, Game vs. WHU H: 0 pts]",0.0,75.0,105,2.11943007167
Seamus Coleman,EVE,5.9,,Defender,"(ARS-A,SUN-H,WHU-A)","[Game vs. WBA A: 0 pts, Game vs. LIV H: 0 pts, Game vs. MUN H: 0 pts]",100.0,100.0,130,2.09969436384
Jordan Amavi,AVL,5.0,,Defender,"(SWA-H,TOT-A,MCI-H)","[Game vs. LIV A: 4 pts, Game vs. STK H: 2 pts, Game vs. CHE A: 1 pts]",,,513,2.08958080951
Alex McCarthy,CRY,4.1,,Goalkeeper,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 0 pts, Game vs. WBA H: 0 pts, Game vs. WHU H: 0 pts]",,,518,2.07885975864
Philipp Wollscheid,STK,4.3,,Defender,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 2 pts, Game vs. AVL A: 6 pts, Game vs. SWA A: 8 pts]",,,361,2.07584058542
Wes Morgan,LEI,4.4,,Defender,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 0 pts, Game vs. NOR A: 2 pts, Game vs. SOU A: 1 pts]",100.0,100.0,154,2.06903400036
Marc Pugh,BOU,4.9,,Midfielder,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 5 pts, Game vs. WAT H: 1 pts, Game vs. MCI A: 1 pts]",,,68,2.06847229273
Gerard Deulofeu,EVE,6.2,,Midfielder,"(ARS-A,SUN-H,WHU-A)","[Game vs. WBA A: 10 pts, Game vs. LIV H: 1 pts, Game vs. MUN H: 1 pts]",100.0,100.0,148,2.04814378813
James Ward-Prowse,SOU,5.7,,Midfielder,"(LIV-A,BOU-H,SUN-A)","[Game vs. SWA H: 6 pts, Game vs. CHE A: 0 pts, Game vs. LEI H: 2 pts]",,,310,2.04721007376
Jack Colback,NEW,5.2,,Midfielder,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 0 pts, Game vs. MCI A: 0 pts, Game vs. NOR H: 2 pts]",100.0,100.0,265,2.01758953292
Charlie Daniels,BOU,4.5,,Defender,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 1 pts, Game vs. WAT H: 2 pts, Game vs. MCI A: 0 pts]",100.0,100.0,60,2.01419742221
Sebastian Prödl,WAT,4.5,,Defender,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 1 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 1 pts]",,,426,1.9968349066
Dejan Lovren,LIV,4.9,Ankle injury - 75% chance of playing,Defender,"(SOU-H,CHE-A,CRY-H)","[Game vs. AVL H: 0 pts, Game vs. EVE A: 0 pts, Game vs. TOT A: 0 pts]",75.0,75.0,182,1.99547189898
Alberto Moreno,LIV,4.7,,Defender,"(SOU-H,CHE-A,CRY-H)","[Game vs. AVL H: 1 pts, Game vs. EVE A: 2 pts, Game vs. TOT A: 6 pts]",,,184,1.99547189898
Marco Van Ginkel,STK,5.1,,Midfielder,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 1 pts, Game vs. AVL A: 1 pts, Game vs. SWA A: 1 pts]",,,500,1.99212073619
Fabricio Coloccini,NEW,4.5,,Defender,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 1 pts, Game vs. MCI A: -1 pts, Game vs. NOR H: 1 pts]",100.0,100.0,256,1.98680627232
Ryan Mason,TOT,4.9,Knee injury - Expected back 25 Oct,Midfielder,"(BOU-A,AVL-H,ARS-A)","[Game vs. MCI H: 0 pts, Game vs. SWA A: 0 pts, Game vs. LIV H: 0 pts]",0.0,0.0,345,1.95896468504
Andrew Surman,BOU,4.4,,Midfielder,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 2 pts, Game vs. WAT H: 2 pts, Game vs. MCI A: 2 pts]",,,69,1.95736118162
Asmir Begovic,CHE,5.0,,Goalkeeper,"(WHU-A,LIV-H,STK-A)","[Game vs. NEW A: 2 pts, Game vs. SOU H: 1 pts, Game vs. AVL H: 6 pts]",,,352,1.93913656629
Papiss Demba Cissé,NEW,6.3,,Forward,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 0 pts, Game vs. MCI A: 0 pts, Game vs. NOR H: 1 pts]",100.0,100.0,271,1.93331012633
Darren Randolph,WHU,4.5,,Goalkeeper,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. CRY A: 0 pts]",,,466,1.93225135248
Gabriel Obertan,NEW,4.4,Hamstring injury - Expected back 25 Oct,Midfielder,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 1 pts, Game vs. MCI A: 0 pts, Game vs. NOR H: 0 pts]",0.0,0.0,260,1.90647842181
Danny Rose,TOT,5.2,,Defender,"(BOU-A,AVL-H,ARS-A)","[Game vs. MCI H: 0 pts, Game vs. SWA A: 0 pts, Game vs. LIV H: 9 pts]",100.0,100.0,325,1.89809925086
Claudio Yacob,WBA,4.4,,Midfielder,"(NOR-A,LEI-H,MUN-A)","[Game vs. EVE H: 2 pts, Game vs. CRY A: 1 pts, Game vs. SUN H: 2 pts]",,,458,1.87352805051
Fabio Borini,SUN,5.4,,Forward,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 2 pts, Game vs. WHU H: 2 pts, Game vs. WBA A: 1 pts]",,,201,1.87127758136
Micah Richards,AVL,4.6,,Defender,"(SWA-H,TOT-A,MCI-H)","[Game vs. LIV A: 1 pts, Game vs. STK H: 2 pts, Game vs. CHE A: 1 pts]",,,42,1.86735858729
Duncan Watmore,SUN,4.4,Hamstring injury - 75% chance of playing,Forward,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 0 pts, Game vs. WHU H: 0 pts, Game vs. WBA A: 0 pts]",100.0,75.0,556,1.85465911069
Samir Nasri,MCI,6.9,Hamstring injury - 75% chance of playing,Midfielder,"(MUN-A,NOR-H,AVL-A)","[Game vs. TOT A: 1 pts, Game vs. NEW H: 0 pts, Game vs. BOU H: 1 pts]",100.0,75.0,215,1.85271673994
Robert Huth,LEI,4.4,,Defender,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 0 pts, Game vs. NOR A: 1 pts, Game vs. SOU A: 1 pts]",,,162,1.84681177814
Ashley Westwood,AVL,4.5,,Midfielder,"(SWA-H,TOT-A,MCI-H)","[Game vs. LIV A: 2 pts, Game vs. STK H: 1 pts, Game vs. CHE A: 2 pts]",,,49,1.83051567412
Francis Coquelin,ARS,4.4,,Midfielder,"(EVE-H,SWA-A,TOT-H)","[Game vs. LEI A: 0 pts, Game vs. MUN H: 2 pts, Game vs. WAT A: 3 pts]",100.0,100.0,24,1.82702088528
Danny Graham,SUN,4.4,,Forward,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 0 pts, Game vs. WHU H: 0 pts, Game vs. WBA A: 1 pts]",100.0,100.0,394,1.80533096895
Brede Hangeland,CRY,4.3,,Defender,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 8 pts, Game vs. WBA H: 6 pts, Game vs. WHU H: 1 pts]",,,111,1.78609673834
John O'Shea,SUN,4.3,,Defender,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 1 pts, Game vs. WHU H: 1 pts, Game vs. WBA A: 2 pts]",100.0,100.0,376,1.76774288393
James McClean,WBA,4.7,,Midfielder,"(NOR-A,LEI-H,MUN-A)","[Game vs. EVE H: 2 pts, Game vs. CRY A: 1 pts, Game vs. SUN H: 3 pts]",,,460,1.7624169394
Victor Wanyama,SOU,4.3,,Midfielder,"(LIV-A,BOU-H,SUN-A)","[Game vs. SWA H: 1 pts, Game vs. CHE A: 2 pts, Game vs. LEI H: 1 pts]",100.0,100.0,311,1.71387674042
Aleksandar Mitrovic,NEW,6.2,,Forward,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 2 pts, Game vs. MCI A: 6 pts, Game vs. NOR H: 6 pts]",100.0,100.0,517,1.71108790411
Clinton N'Jie,TOT,7.3,,Forward,"(BOU-A,AVL-H,ARS-A)","[Game vs. MCI H: 4 pts, Game vs. SWA A: 1 pts, Game vs. LIV H: 2 pts]",100.0,100.0,558,1.69575985735
Sergio Romero,MUN,4.6,,Goalkeeper,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 0 pts, Game vs. ARS A: 0 pts, Game vs. EVE A: 0 pts]",,,524,1.68141704902
Charlie Adam,STK,5.7,,Midfielder,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 3 pts, Game vs. AVL A: 3 pts, Game vs. SWA A: 3 pts]",100.0,100.0,363,1.65878740285
Steven Taylor,NEW,3.9,Hamstring injury - Expected back 21 Nov,Defender,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 0 pts, Game vs. MCI A: 0 pts, Game vs. NOR H: 0 pts]",0.0,0.0,255,1.65347293899
Max Gradel,BOU,5.8,Knee injury - Unknown return date,Midfielder,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 0 pts, Game vs. WAT H: 0 pts, Game vs. MCI A: 0 pts]",0.0,0.0,535,1.62402784829
Rickie Lambert,WBA,5.5,,Forward,"(NOR-A,LEI-H,MUN-A)","[Game vs. EVE H: 1 pts, Game vs. CRY A: 0 pts, Game vs. SUN H: 1 pts]",,,200,1.6228817556
Alex Oxlade-Chamberlain,ARS,5.6,,Midfielder,"(EVE-H,SWA-A,TOT-H)","[Game vs. LEI A: 1 pts, Game vs. MUN H: 1 pts, Game vs. WAT A: 1 pts]",,,19,1.60479866306
Shinji Okazaki,LEI,5.9,,Forward,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 1 pts, Game vs. NOR A: 2 pts, Game vs. SOU A: 1 pts]",,,174,1.57266935101
David de Gea,MUN,5.5,,Goalkeeper,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 7 pts, Game vs. ARS A: 1 pts, Game vs. EVE A: 7 pts]",100.0,100.0,226,1.57030593791
Almen Abdi,WAT,4.7,,Midfielder,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 2 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 2 pts]",100.0,100.0,434,1.56456166851
Martin Kelly,CRY,4.3,,Defender,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 6 pts, Game vs. WBA H: 6 pts, Game vs. WHU H: 1 pts]",,,107,1.56387451612
Emre Can,LIV,5.3,,Midfielder,"(SOU-H,CHE-A,CRY-H)","[Game vs. AVL H: 2 pts, Game vs. EVE A: 1 pts, Game vs. TOT A: 3 pts]",,,193,1.56338325704
Lee Tomlin,BOU,4.8,Illness - 75% chance of playing,Forward,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 2 pts, Game vs. WAT H: 0 pts, Game vs. MCI A: 0 pts]",,75.0,536,1.56128865843
Billy Jones,SUN,4.4,,Defender,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 0 pts, Game vs. WHU H: 1 pts, Game vs. WBA A: 2 pts]",100.0,100.0,378,1.5455206617
Patrick van Aanholt,SUN,4.7,,Defender,"(NEW-H,EVE-A,SOU-H)","[Game vs. MUN A: 1 pts, Game vs. WHU H: 0 pts, Game vs. WBA A: 0 pts]",,,379,1.5455206617
Danny Simpson,LEI,3.9,,Defender,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 0 pts, Game vs. NOR A: 6 pts, Game vs. SOU A: 1 pts]",,,160,1.5134784448
Florian Thauvin,NEW,6.0,,Midfielder,"(SUN-A,STK-H,BOU-A)","[Game vs. CHE H: 0 pts, Game vs. MCI A: 1 pts, Game vs. NOR H: 0 pts]",,,562,1.50067583487
Pedro Obiang,WHU,4.9,,Midfielder,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 1 pts, Game vs. SUN A: 0 pts, Game vs. CRY A: 0 pts]",100.0,100.0,481,1.48905216049
Jack Cork,SWA,4.8,,Midfielder,"(AVL-A,ARS-H,NOR-A)","[Game vs. SOU A: 1 pts, Game vs. TOT H: 1 pts, Game vs. STK H: 1 pts]",,,406,1.47092182488
Ben Watson,WAT,4.3,,Midfielder,"(STK-A,WHU-H,LEI-A)","[Game vs. CRY H: 2 pts, Game vs. BOU A: 2 pts, Game vs. ARS H: 2 pts]",,,435,1.4534505574
Matthew Jarvis,NOR,4.9,,Midfielder,"(WBA-H,MCI-A,SWA-H)","[Game vs. WHU A: 0 pts, Game vs. LEI H: 1 pts, Game vs. NEW A: 0 pts]",100.0,100.0,477,1.44009347278
Peter Crouch,STK,5.6,,Forward,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 0 pts, Game vs. AVL A: 0 pts, Game vs. SWA A: 0 pts]",,,370,1.43809560336
Stephen Ireland,STK,4.8,,Midfielder,"(WAT-H,NEW-A,CHE-H)","[Game vs. BOU H: 0 pts, Game vs. AVL A: 0 pts, Game vs. SWA A: 1 pts]",,,362,1.43656518063
Craig Gardner,WBA,5.3,,Midfielder,"(NOR-A,LEI-H,MUN-A)","[Game vs. EVE H: 1 pts, Game vs. CRY A: 1 pts, Game vs. SUN H: 1 pts]",,,455,1.42908360606
Wayne Hennessey,CRY,3.9,,Goalkeeper,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 5 pts, Game vs. WBA H: 6 pts, Game vs. WHU H: 1 pts]",,,103,1.41219309197
Reece Oxford,WHU,3.9,,Defender,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 0 pts, Game vs. SUN A: 0 pts, Game vs. CRY A: 0 pts]",100.0,100.0,473,1.40836947402
Dieumerci Mbokani,NOR,5.7,,Forward,"(WBA-H,MCI-A,SWA-H)","[Game vs. WHU A: 1 pts, Game vs. LEI H: 6 pts, Game vs. NEW A: 6 pts]",,,581,1.40559959479
Eunan O'Kane,BOU,4.3,,Midfielder,"(TOT-H,SOU-A,NEW-H)","[Game vs. STK A: 0 pts, Game vs. WAT H: 1 pts, Game vs. MCI A: 5 pts]",,,70,1.40180562607
Cameron Jerome,NOR,4.8,,Forward,"(WBA-H,MCI-A,SWA-H)","[Game vs. WHU A: 2 pts, Game vs. LEI H: 2 pts, Game vs. NEW A: 1 pts]",100.0,100.0,293,1.3534843997
Damien Delaney,CRY,4.4,,Defender,"(LEI-A,MUN-H,LIV-A)","[Game vs. WAT A: 0 pts, Game vs. WBA H: 0 pts, Game vs. WHU H: 0 pts]",100.0,100.0,108,1.3416522939
Leiva Lucas,LIV,4.4,,Midfielder,"(SOU-H,CHE-A,CRY-H)","[Game vs. AVL H: 2 pts, Game vs. EVE A: 1 pts, Game vs. TOT A: 2 pts]",,,187,1.34116103481
Callum McManaman,WBA,4.7,,Midfielder,"(NOR-A,LEI-H,MUN-A)","[Game vs. EVE H: 0 pts, Game vs. CRY A: 1 pts, Game vs. SUN H: 0 pts]",100.0,100.0,459,1.31797249495
Michael Carrick,MUN,4.9,,Midfielder,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 3 pts, Game vs. ARS A: 2 pts, Game vs. EVE A: 1 pts]",100.0,100.0,241,1.31569911766
Ashley Young,MUN,5.6,Knock - Expected back 24 Oct,Midfielder,"(MCI-H,CRY-A,WBA-H)","[Game vs. SUN H: 4 pts, Game vs. ARS A: 1 pts, Game vs. EVE A: 0 pts]",0.0,0.0,242,1.31569911766
Christian Fuchs,LEI,4.7,,Defender,"(CRY-H,WBA-A,WAT-H)","[Game vs. ARS H: 0 pts, Game vs. NOR A: 2 pts, Game vs. SOU A: 1 pts]",100.0,100.0,155,1.29125622258
Mauro Zárate,WHU,5.3,,Forward,"(CHE-H,WAT-A,EVE-H)","[Game vs. NOR H: 1 pts, Game vs. SUN A: 1 pts, Game vs. CRY A: 1 pts]",100.0,100.0,487,1.27954249959
Steven Caulker,SOU,5.4,,Defender,"(LIV-A,BOU-H,SUN-A)","[Game vs. SWA H: 0 pts, Game vs. CHE A: 0 pts, Game vs. LEI H: 0 pts]",100.0,100.0,528,1.25828868509
